Hackerspace,Hackerspace#,Country,State,City,Website,Date-of-founding,Hackerspace-status,data-sort-value,
CollabLab,CollabLab,United States of America,Massachusetts,Worcester,http://collablab.wpi.edu/,24 January 2011,active,2455585.5,
MakeBit,MakeBit,United States of America,Wisconsin,Fond du Lac,http://www.makebit.org/,27 January 2011,planned,2455588.5,
"Joplin,Mo","Joplin,Mo",United States of America,Missouri,Joplin,,29 January 2011,active,2455590.5,
Alaska MakerSpace,Alaska MakerSpace,United States of America,Alaska,Anchorage,http://groups.google.com/group/akmakerspace,31 January 2011,planned,2455592.5,
Fablocker,Fablocker,United States of America,North Carolina,Winston Salem,http://fablocker.org/,1 February 2011,active,2455593.5,
Club Cyberia,Club Cyberia,United States of America,Indiana,Indianapolis,http://clubcyberia.org,1 February 2011,active,2455593.5,
Blog.thekeyboardcowboy.net,Blog.thekeyboardcowboy.net,United States of America,West Virginia,Philippi,http://blog.thekeyboardcowboy.net,1 February 2011,building,2455593.5,
Makers' Realm,Makers' Realm,United States of America,Indiana,"Griffith, IN",http://www.makersrealm.com,1 February 2011,planned,2455593.5,
Glass Act Labs,Glass Act Labs,Unites States of America,Ohio,Toledo,,3 February 2011,,2455595.5,
InfluenSol Hackerspace,InfluenSol Hackerspace,United States of America,New York,Hempstead,http://www.InfluenSol.com,7 February 2011,active,2455599.5,
SEPARS,SEPARS,,Pennsylvania,Pottstown,,7 February 2011,building,2455599.5,
Mechanical Resistor,Mechanical Resistor,United States of America,Florida,Boynton Beach,http://www.mechanicalresistor.org,10 February 2011,planned,2455602.5,
FlamingoEDA Open Space,FlamingoEDA Open Space,China,Beijing,Beijing,http://space.flamingoeda.com,14 February 2011,active,2455606.5,
TechnoDream,TechnoDream,Israel,Zafon,Haifa,http://www.technodream.org,16 February 2011,closed,2455608.5,
Byte me,Byte me,Portugal,Ribatejo,Torres Novas,http://hs.crazydog.pt,17 February 2011,building,2455609.5,
TechShop San Francisco,TechShop San Francisco,United States of America,California,San Francisco,http://www.techshop.ws,19 February 2011,active,2455611.5,
Hal9k,Hal9k,Denmark,Northern Jutland,Aalborg,http://www.hal9k.dk/,19 February 2011,active,2455611.5,
FabLab Nürnberg,FabLab Nürnberg,Germany,Bavaria,Nuremberg,http://www.fablab-nuernberg.de/,21 February 2011,active,2455613.5,
Hacker space ghana,Hacker space ghana,GHANA,ASHANTI REGION,KUMASI,,22 February 2011,building,2455614.5,
HI Capacity,HI Capacity,United States of America,Hawaii,Honolulu,http://hicapacity.org,24 February 2011,active,2455616.5,
Droplabs,Droplabs,United States of America,California,Los Angeles,http://droplabs.net,1 March 2011,active,2455621.5,
Fablocker Hackerspace,Fablocker Hackerspace,United States of America,North Carolina,Winston Salem,http://fablocker.org/,1 March 2011,active,2455621.5,
Makers Realm,Makers Realm,United States of America,Indiana,"Griffith, IN",http://www.makersrealm.com,6 March 2011,building,2455626.5,
StavangerHackSpace,StavangerHackSpace,Norway,Rogaland,Stavanger,http://www.meetup.com/Stavanger-Hackerspace/,13 March 2011,active,2455633.5,
Bitlair,Bitlair,Netherlands,Utrecht,Amersfoort,https://bitlair.nl/,15 March 2011,active,2455635.5,
SOPO Hackerspace,SOPO Hackerspace,United States of America,Maine,South Portland,,16 March 2011,active,2455636.5,
Mille Lacs,Mille Lacs,United States of America,Minnesota,Princeton,,20 March 2011,planned,2455640.5,
Hackerspace@Chittagong,Hackerspace@Chittagong,Bangladesh,,Chittagong,,26 March 2011,planned,2455646.5,
Naugatuck Valley Radio Experimenters,Naugatuck Valley Radio Experimenters,United States of America,Connecticut,Waterbury,http://groups.yahoo.com/group/NVRE,27 March 2011,unknown,2455647.5,
RiverSpace STL,RiverSpace STL,United States of America,Missouri,"Florissant, MO",http://groups.google.com/group/riverspacestl,30 March 2011,closed,2455650.5,
Mod technologies,Mod technologies,United States of America,Utah,Ogden,,30 March 2011,planned,2455650.5,
HackerspaceSBY,HackerspaceSBY,Indonesia,East Java,Surabaya,,1 April 2011,active,2455652.5,
Fabriken,Fabriken,Sweden,Scania,Malmö,http://stpln.se/pa-stpln/fabriken.aspx,2 April 2011,building,2455653.5,
UTPAH,UTPAH,United States of America,Texas,Edinburg,,5 April 2011,building,2455656.5,
Take3.NWA,Take3.NWA,United States of America,Arkansas,Rogers,http://take3nwa.blogspot.com,6 April 2011,planned,2455657.5,
HackerSpace GLUD,HackerSpace GLUD,Colombia,Cundinamarca,Bogota,http://hackerspace.glud.org/,9 April 2011,closed,2455660.5,
TEKNONESIA,TEKNONESIA,Indonesia,North Sumatra,Medan,http://teknonesia.com,10 April 2011,active,2455661.5,
Joplin Hackspace,Joplin Hackspace,United States of America,Missouri,Joplin,http://www.kickstarter.com/profile/joplinhackspace,11 April 2011,active,2455662.5,
Recompile,Recompile,Sweden,Skåne,Malmö,http://www.recompile.se/,11 April 2011,active,2455662.5,
Institute for Exploratory Research,Institute for Exploratory Research,United States of America,New Jersey,Wall Township,http://www.ixrnj.org,28 April 2011,active,2455679.5,
RoastellaLabs,RoastellaLabs,United States of America,Virginia,Roanoke/Salem,http://groups.google.com/group/roastellalabs,29 April 2011,activeplanned,2455680.5,
Halsacker space,Halsacker space,France,Alsace,Mulhouse,,1 May 2011,planned,2455682.5,
Eastermundigen,Eastermundigen,Switzerland,Bern,Ostermundigen,http://www.eastermundigen.ch,1 May 2011,active,2455682.5,
Hackers Hive,Hackers Hive,United States of America,Missouri,Springfield,http://www.hackershive.com,1 May 2011,planned,2455682.5,
Detroit Makers at District VII,Detroit Makers at District VII,United States of America,Michigan,Detroit,http://detroitmakers.tumblr.com,1 May 2011,building,2455682.5,
The Startup Centre,The Startup Centre,India,Tamil Nadu,Chennai,http://www.thestartupcentre.com,1 May 2011,active,2455682.5,
Coworking & Fablab Nuremberg,Coworking & Fablab Nuremberg,Germany,Bavaria,Nuremberg,http://coworking-nuernberg.de,1 May 2011,active,2455682.5,
Key City Hackers,Key City Hackers,United States of America,Washington,Port Townsend,,1 May 2011,planned,2455682.5,
Tsuki Labs,Tsuki Labs,United States of America,Colorado,Tabernash,https://tsukilabs.org,1 May 2011,planned,2455682.5,
South Coast Innovator Labs,South Coast Innovator Labs,United States of America,Massachusetts,Taunton,http://scilspace.com,3 May 2011,building,2455684.5,
HackerSpaceYK,HackerSpaceYK,Indonesia,DIY,Yogyakarta,http://hackerspaceyk.org,4 May 2011,closed,2455685.5,
Springfield Make Club,Springfield Make Club,United States of America,Missouri,Springfield,http://www.squidfoo.com,6 May 2011,closed,2455687.5,
SquidFoo Art Gallery Studio and Hackerspace,SquidFoo Art Gallery Studio and Hackerspace,United States of America,Missouri,Springfield,http://www.squidfoo.com - offline,6 May 2011,closed,2455687.5,
Xipherspace,Xipherspace,United States of America,Michigan,Kalamazoo,http://www.xipherspace.org,10 May 2011,building,2455691.5,
Make arkansas (working title),Make arkansas (working title),United States of America,Arkansas,Fayetteville,http://www.makearkansas.com,11 May 2011,planned,2455692.5,
La Paillasse,La Paillasse,France,Ile de France,Paris,http://www.lapaillasse.org/,15 May 2011,active,2455696.5,
HackerSpace Ortigas,HackerSpace Ortigas,Philippines,Manila,Pasig,,18 May 2011,building,2455699.5,
Iceaddis,Iceaddis,Ethiopia,Addis Ababa,Addis Ababa,http://ice-ethiopia.org,20 May 2011,active,2455701.5,
Mainframe,Mainframe,Germany,Niedersachsen,Oldenburg,http://www.mainframe.io/,22 May 2011,active,2455703.5,
Tech Valley Center of Gravity,Tech Valley Center of Gravity,United States of America,New York,Troy,http://www.techvalleycenterofgravity.com/,23 May 2011,active,2455704.5,
Netzstation,Netzstation,Germany,Hessen,Marburg,https://hsmr.cc/,23 May 2011,active,2455704.5,
TheHackerspace,TheHackerspace,Greece,Central Macedonia,Thessaloniki,http://the-hackerspace.blogspot.com,25 May 2011,closed,2455706.5,
Educación,Educación,Peru,Callao,Callao,http://julioatencio.blogspot.com,25 May 2011,active,2455706.5,
HackShack,HackShack,United States of America,Louisiana,Bogalusa,http://wptech.webs.com,26 May 2011,building,2455707.5,
Vehackle zone,Vehackle zone,United States of America,Washington,Seattle,http://www.vehacklezone.org,1 June 2011,planned,2455713.5,
Barrel of Makers,Barrel of Makers,United States of America,Delaware,Wilmington,http://barrelofmakers.org/,1 June 2011,active,2455713.5,
Inventeaza.ro,Inventeaza.ro,Romania,Bucharest,Bucharest,http://inventeaza.ro,1 June 2011,active,2455713.5,
Chattahack,Chattahack,United States of America,Tennessee,Chattanooga,http://www.chattahack.com/,1 June 2011,planned,2455713.5,
Dubbo Hackerspace,Dubbo Hackerspace,Australia,New South Wales,Dubbo,,1 June 2011,planned,2455713.5,
Seacoast Makers,Seacoast Makers,United States of America,New Hampshire,Dover,http://www.seacoastmakers.com,1 June 2011,planned,2455713.5,
7hills Makerspace,7hills Makerspace,United States of America,Georgia,Rome,http://www.7hillsmake.org,1 June 2011,active,2455713.5,
Ohmspace,Ohmspace,United States of America,Oklahoma,Oklahoma City,http://www.ohmspace.com,1 June 2011,closed,2455713.5,
Hackerspace Guatemala,Hackerspace Guatemala,Guatemala,Guatemala,Guatemala,,5 June 2011,active,2455717.5,
SCS,SCS,India,Maharashtra,Mumbai,http://scispace.tk/,6 June 2011,active,2455718.5,
EnlaceRio,EnlaceRio,United States of America,Texas,McAllen,,8 June 2011,planned,2455720.5,
The Braino Institute of Brainology,The Braino Institute of Brainology,United States of America,Illinois,Wheeling,,8 June 2011,planned,2455720.5,
Bielefeld,Bielefeld,Germany,Nordrhein-Westfalen,Bielefeld,http://www.hackerspace-bielefeld.de,9 June 2011,active,2455721.5,
Frack,Frack,Netherlands,Friesland,Leeuwarden,http://frack.nl,10 June 2011,active,2455722.5,
FrankensteinGarage FabLabMilano,FrankensteinGarage FabLabMilano,Italy,,Milan,http://www.frankensteingarage.it,10 June 2011,active,2455722.5,
InclinePhysics,InclinePhysics,United States of America,Nevada,Incline Village,,11 June 2011,planned,2455723.5,
Radiona,Radiona,Croatia,,Zagreb,http://radiona.org/,12 June 2011,active,2455724.5,
VarnaLab,VarnaLab,Bulgaria,Varna,Varna,http://varnalab.org/,14 June 2011,active,2455726.5,
Hackerfleet,Hackerfleet,Germany,Berlin,Berlin,http://www.hackerfleet.org,16 June 2011,active,2455728.5,
Varna Lab,Varna Lab,Bulgaria,Varna,Varna,http://varnalab.org,17 June 2011,active,2455729.5,
AMach,AMach,United States of America,New Hampshire,Keene,,18 June 2011,planned,2455730.5,
Gosford hackerspace,Gosford hackerspace,,,,,20 June 2011,planned,2455732.5,
Techno Chaos,Techno Chaos,United States of America,Texas,Sugar Land,https://techno-chaos.com,20 June 2011,closed,2455732.5,
To LABaki,To LABaki,Greece,Crete,Herakleion,http://tolabaki.gr,21 June 2011,active,2455733.5,
Forge Greensboro,Forge Greensboro,United States of America,North Carolina,Greensboro,http://www.forgegreensboro.org/,27 June 2011,active,2455739.5,
DoES Liverpool,DoES Liverpool,United Kingdom,Merseyside,Liverpool,,29 June 2011,active,2455741.5,
Southern Maryland Hacker Space,Southern Maryland Hacker Space,United States of America,Maryland,Huntingtown,http://www.smhack.org,1 July 2011,active,2455743.5,
Artek,Artek,Puerto Rico,,San Juan,http://www.mio4.me/,1 July 2011,planned,2455743.5,
DimSumLabs,DimSumLabs,Hong Kong,Hong Kong,Sheung Wan,http://www.dimsumlabs.com,1 July 2011,active,2455743.5,
Neuron,Neuron,Russian Federation,,Moscow,http://neuronspace.ru/,1 July 2011,active,2455743.5,
HackerspaceRio,HackerspaceRio,Brazil,Rio de Janeiro,Rio de Janeiro,http://groups.google.com/group/hackerspace-rio,1 July 2011,planned,2455743.5,
GK Fab,GK Fab,China,Beijing,Beijing,http://chinamakerspaces.org/index.php?title=GK_Fab,7 July 2011,building,2455749.5,
CT Makerspace,CT Makerspace,United States of America,Connecticut,"Meriden,CT",http://www.nesit.org,8 July 2011,closed,2455750.5,
SYN/HAK,SYN/HAK,United States of America,Ohio,Akron,https://SynHak.org,13 July 2011,active,2455755.5,
/dev/tal,/dev/tal,Germany,North Rhine-Westphalia,Wuppertal,http://devtal.de,13 July 2011,active,2455755.5,
*.*,*.*,Spain,Alicante,Villajoyosa,,14 July 2011,planned,2455756.5,
JaxHax,JaxHax,United States of America,Florida,Jacksonville,http://www.jaxhax.org,14 July 2011,closed,2455756.5,
HackerspaceSC,HackerspaceSC,Brazil,Santa Catarina,Blumenau,http://hackerspacesc.tumblr.com/,17 July 2011,planned,2455759.5,
Stratum 0,Stratum 0,Germany,Niedersachsen,Braunschweig,https://stratum0.org,23 July 2011,active,2455765.5,
YongDoByunKyung,YongDoByunKyung,Republic of Korea,Daejeon,Daejeon,http://makerspaceydbk.tistory.com/,24 July 2011,active,2455766.5,
FAU FabLab,FAU FabLab,Germany,Bavaria,Erlangen,http://fablab.fau.de,25 July 2011,active,2455767.5,
Chaihuo,Chaihuo,China,Guangdong,Shenzhen,http://www.Chaihuo.org,28 July 2011,active,2455770.5,
CSRA Makers,CSRA Makers,United States of America,Georgia,Augusta,http://www.csramakers.org/,1 August 2011,closed,2455774.5,
House4Hack,House4Hack,South Africa,Gauteng,Centurion,http://www.house4hack.co.za,1 August 2011,active,2455774.5,
NURDspace,NURDspace,Netherlands,Gelderland,Wageningen,http://nurdspace.nl/,1 August 2011,active,2455774.5,
HackerCave,HackerCave,Mexico,Yucatan,Merida,http://hackercave.com.mx,6 August 2011,active,2455779.5,
Main Line Hackerspace,Main Line Hackerspace,United States of America,Pennsylvania,Wayne,http://www.thehackshack.info,7 August 2011,planned,2455780.5,
Panhandle Area Network of Tecnology Specialists,Panhandle Area Network of Tecnology Specialists,United States of America,Oklahoma,Goodwell,,8 August 2011,planned,2455781.5,
Maker Works,Maker Works,United States of America,Michigan,Ann Arbor,http://www.maker-works.com/,8 August 2011,active,2455781.5,
LagunaLabs,LagunaLabs,Mexico,Coahuila,Torreon,http://www.lagunalabs.com,8 August 2011,building,2455781.5,
Jacksonville Alabama LMH,Jacksonville Alabama LMH,United States of America,Alabama,Jacskonville,,10 August 2011,planned,2455783.5,
Falkenberg Hackerspace,Falkenberg Hackerspace,Sweden,Halland,Falkenberg,,11 August 2011,planned,2455784.5,
DSM Makers,DSM Makers,,,,,12 August 2011,closed,2455785.5,
SJC Hacker Clube,SJC Hacker Clube,Brazil,São Paulo,São José dos Campos,http://www.sjchackerclube.com.br/,13 August 2011,active,2455786.5,
Ipéfix,Ipéfix,France,,Angers,,15 August 2011,building,2455788.5,
Area515,Area515,United States of America,Iowa,Des Moines,https://area515.org,17 August 2011,active,2455790.5,
Foothills Community Workshop,Foothills Community Workshop,United States of America,North Carolina,Granite Falls,http://www.foothillscommunityworkshop.org/,19 August 2011,active,2455792.5,
Foothills community workshop,Foothills community workshop,United States of America,NC,Granite Falls,http://foothillscommunityworkshop.org/,19 August 2011,active,2455792.5,
Cordoba Maker Space,Cordoba Maker Space,Argentina,CORDOBA,La Falda,http://cbamakerspace.blogspot.com.ar/,20 August 2011,planned,2455793.5,
Hasi,Hasi,Germany,Nordrhein-Westfalen,Siegen,http://hasi.it,24 August 2011,active,2455797.5,
Technologia Incognita,Technologia Incognita,Netherlands,,Amsterdam,http://technologia-incognita.nl,24 August 2011,active,2455797.5,
Idea Hacker Space,Idea Hacker Space,Egypt,October 6 City,October 6 City,,28 August 2011,planned,2455801.5,
Iskandria,Iskandria,Egypt,Alexandria,Alexandria,,28 August 2011,building,2455801.5,
CcHUB (Co-creation Hub Nigeria),CcHUB (Co-creation Hub Nigeria),Nigeria,Lagos,Yaba,http://www.cchubnigeria.com/,1 September 2011,active,2455805.5,
Queen's Hacks,Queen's Hacks,Canada,Ontario,Kingston,,1 September 2011,active,2455805.5,
Bengal hackers,Bengal hackers,India,West Bengal,Asansol-durgapur-kolkata,,1 September 2011,planned,2455805.5,
Krautspace,Krautspace,Germany,Thuringia,Jena,https://kraut.space/,1 September 2011,active,2455805.5,
Area 42,Area 42,United States of America,Missouri,Saint Louis,http://www.area-42.org/,1 September 2011,active,2455805.5,
Technarium,Technarium,Lithuania,,Vilnius,http://technariumas.lt,1 September 2011,active,2455805.5,
Terminal21 Basislager,Terminal21 Basislager,Germany,Saxony-Anhalt,Halle,http://www.terminal21.de/basislager,1 September 2011,closed,2455805.5,
Mothership HackerMoms,Mothership HackerMoms,United States of America,California,Berkeley,http://mothership.hackermoms.org,1 September 2011,building,2455805.5,
AssentWorks,AssentWorks,Canada,Manitoba,Winnipeg,http://www.assentworks.ca/,1 September 2011,active,2455805.5,
Apollo-NG Mobile Hackerspace,Apollo-NG Mobile Hackerspace,Germany,Bavaria,Munich,https://apollo.open-resource.org,1 September 2011,,2455805.5,
F.I.R.E.,F.I.R.E.,,,,,3 September 2011,building,2455807.5,
Witlab,Witlab,Ukraine,,Kiev,http://www.touchme.com.ua,3 September 2011,planned,2455807.5,
Milliways,Milliways,Germany,Bremen,Bremen,,5 September 2011,building,2455809.5,
Derby Makers,Derby Makers,United Kingdom,Derbyshire,Derby,http://derbymakers.com/,6 September 2011,active,2455810.5,
Hack Manhattan,Hack Manhattan,United States of America,New York,New York City,http://hackmanhattan.com/,6 September 2011,active,2455810.5,
Rivier'Hack,Rivier'Hack,France,Provence-Alpes-Côte d'Azur,Sophia Antipolis,,8 September 2011,,2455812.5,
Hackerspace@Brest,Hackerspace@Brest,France,,Brest,,10 September 2011,planned,2455814.5,
HackLab Barracas,HackLab Barracas,Argentina,Buenos Aires,Buenos Aires,http://wiki.hackcoop.com.ar,10 September 2011,,2455814.5,
Radiantstream hackerspace,Radiantstream hackerspace,United States of America,Indiana,Goshen,http://www.radiantstream.com,12 September 2011,active,2455816.5,
HackHardware Nepal,HackHardware Nepal,Nepal,,Kathmandu,,13 September 2011,building,2455817.5,
Tarlab,Tarlab,Finland,,Oulu,http://tarlab.fi,15 September 2011,active,2455819.5,
Workshop Factory Cleveland,Workshop Factory Cleveland,United States of America,Ohio,Cleveland,,19 September 2011,planned,2455823.5,
